user_name;tweet;personal (0=no, 1=yes);tweet_proc
joyonlineghana;Locally produced cooking oil can manage diabetes https://t.co/U22DjsZ9sr https://t.co/5jZsyVfwRK;0;['local', 'produc', 'cook', 'oil', 'manag', 'diabet', 'URL', 'URL']
thunderbolt9148;@odettethakrar Who said you are sugar levels can't be controlled.The diabetes breakthrough you are about to discove… https://t.co/L0xWxllLtT;0;['USER', 'say', 'sugar', 'level', 'cannot', 'controlled.th', 'diabet', 'breakthrough', 'discov', 'URL']
StephenPonderMD;Higher quality of life linked with better HbA1c levels in youngsters with type 1 diabetes https://t.co/gBLwXsr69K via @Diabetescouk;0;['higher', 'qualiti', 'life', 'link', 'better', 'hba', '1c', 'level', 'youngster', 'TYPEONE', 'diabet', 'URL', 'via', 'USER']
TandemJobs;You can’t take a holiday from diabetes, so neither does our customer support team. They are here for you 24/7, 365… https://t.co/ZFpa2oOd2m;0;['cannot', 'take', 'holiday', 'diabet', 'neither', 'custom', 'support', 'team', '24/7', '365', 'URL']
sparklyredshoes;Worry isn’t that hackers might try to kill you by insulin pump, but that it might end up in a botnet sending spam instead of doing it’s job;1;['worri', 'hacker', 'might', 'tri', 'kill', 'insulin', 'pump', 'might', 'end', 'botnet', 'send', 'spam', 'instead', 'job']
Punjabupdate;Low calorie diet may help reverse diabetes: Study - https://t.co/4dC0bsqH8n -;0;['low', 'calori', 'diet', 'may', 'help', 'revers', 'diabet', 'studi', 'URL']
mathengemaina1;TAKE A LOOK AT THE DIABETES NICHE https://t.co/wkRM5rmnv6 #diabetes #blogging #makeyourownlane #defstar5 #mpgvip #successTRAIN #amwriting;0;['take', 'look', 'diabet', 'nich', 'URL', 'diabet', 'blog', 'makeyourownlan', 'defstar', '5', 'mpgvip', 'successtrain', 'amwrit']
MarketingGurus2;AstraZeneca asthma shot hits goal but diabetes drug lags rival https://t.co/8pckKQsvoe;0;['astrazeneca', 'asthma', 'shoot', 'hit', 'goal', 'diabet', 'drug', 'lag', 'rival', 'URL']
orangehealth1;@perthdiabetes @NOdrugsdiabetes  @Type2Diabetes2 Unbeatable Type 2 Diabetic Cure By Naturally at Home : https://t.co/xtl6HFYc3e ,;0;['USER', 'USER', 'USER', 'unbeat', 'TYPETWO', 'diabet', 'cure', 'natur', 'home', 'URL']
thebkwyrm;I have two little diabetic kids.  I'm good enough to visit the @diabetesmine  revenue generating site, but oh no not social media.;1;['i', 'two', 'littl', 'diabet', 'kid', 'i', 'good', 'enough', 'visit', 'USER', 'revenu', 'generat', 'site', 'oh', 'social', 'media']
WellRoundedNews;The prices for life-saving diabetes medications have increased again https://t.co/O4mDyswGOd https://t.co/MrH2R6lcYN;0;['price', 'life-sav', 'diabet', 'medic', 'increas', 'URL', 'URL']
PCOSnutrition;Used for thousands of years in China as a treatment for diabetes and infertility, berberine is a supplement that... https://t.co/KD3RETMgE5;0;['use', 'thousand', 'year', 'china', 'treatment', 'diabet', 'infertil', 'berberin', 'supplement', 'URL']
GC_ChrisReeves;"if i go too easy on insulin my blood sugar spikes I risk later life problems, too much insulin &amp; i go low and HAVE to eat or go into a coma";1;['i', 'go', 'easi', 'insulin', 'my', 'blood', 'sugar', 'spike', 'i', 'risk', 'later', 'life', 'problem', 'much', 'insulin', 'i', 'go', 'low', 'eat', 'go', 'coma']
HomeYog;These 3 Salads Will Help You Control Diabetes! https://t.co/vouZfmjPwP #diabetes #salad;0;['3', 'salad', 'help', 'control', 'diabet', 'URL', 'diabet', 'salad']
peezymidstream;Routine antenatal screening for protein, glucose and bacterial infection must be accurate to ensure a safe pregnancy https://t.co/f7Ku73hmcj;0;['routin', 'antenat', 'screen', 'protein', 'glucos', 'bacteri', 'infect', 'must', 'accur', 'ensur', 'safe', 'pregnanc', 'URL']
clarentina;Waking up to this. Classic diabetes dickery. https://t.co/AmmmxYVi3I;1;['wake', 'classic', 'diabet', 'dickeri', 'URL']
BioPharmaDive;#ICYMI $JNJ's diabetes med Invokana will now be required to carry a black box warning https://t.co/y0nsXPBCi2;0;['icymi', 'jnj', 'diabet', 'med', 'invokana', 'requir', 'carri', 'black', 'box', 'warn', 'URL']
ExpertOpinion;Once-weekly dipeptidyl peptidase-4 inhibitors for type 2 diabetes: a systematic review and meta-analysis https://t.co/cZEcb9GWIa;0;['once-week', 'dipeptidyl', 'peptidas', '4', 'inhibitor', 'TYPETWO', 'diabet', 'systemat', 'review', 'meta-analysi', 'URL']
jonathan70us;Fasting plasma glucose, HbA1c linked to alzheimer's in T2DM https://t.co/CFErN1EoIQ;0;['fast', 'plasma', 'glucos', 'hba', '1c', 'link', 'alzheim', 'typetwom', 'URL']
theheartorg;#2017ADA News: Sulfonylureas for #diabetes still have a role.  https://t.co/ubk3H1vd1W Though cost is still a big issue.;0;['2017ada', 'news', 'sulfonylurea', 'diabet', 'still', 'role', 'URL', 'though', 'cost', 'still', 'big', 'issu']
IndiaSpend;47·3% of respondents identified as diabetic in Lancet’s 15-state India study not diagnosed previously https://t.co/Co9vqBgkKz;0;['47', '3', 'respond', 'identifi', 'diabet', 'lancet', '15', 'state', 'india', 'studi', 'diagnos', 'previous', 'URL']
health_journo;Apple developing Watch-based blood glucose tracker https://t.co/f16uys2VaO;0;['appl', 'develop', 'watch-bas', 'blood', 'glucos', 'tracker', 'URL']
AnestesiaF;Predictors of quality of life in patients with diabetes mellitus in two tertiary health institutions in Ghana and … https://t.co/mxlWdidYZU;0;['predictor', 'qualiti', 'life', 'patient', 'diabet', 'mellitus', 'two', 'tertiari', 'health', 'institut', 'ghana', 'URL']
BlackPhysicists;Exercise intensity, redox homeostasis and inflammation in type 2 diabetes mellitus https://t.co/rYm6Kh9rmv #SportsPhysics;0;['exercis', 'intens', 'redox', 'homeostasi', 'inflamm', 'TYPETWO', 'diabet', 'mellitus', 'URL', 'sportsphys']
eva_eva2017;Aquatic exercise is beneficial for diabetes patients, study shows https://t.co/wNgy8qCwaF;0;['aquat', 'exercis', 'benefici', 'diabet', 'patient', 'studi', 'show', 'URL']
InsightGlos;@LDC_tweets study finds #type2diabetes is commonly overtreated with Insulin and oral medication in elderly people https://t.co/mi5yyNb7F4;0;['USER', 'studi', 'find', 'TYPETWO', 'common', 'overtr', 'insulin', 'oral', 'medic', 'elder', 'peopl', 'URL']
DrMichaelMol;"Fatty #liver disease more common amongst those who are overweight or have diabetes &amp; high triglycerides. Poor eating habits a key risk!";0;['fatti', 'liver', 'diseas', 'common', 'amongst', 'overweight', 'diabet', 'high', 'triglycerid', 'poor', 'eat', 'habit', 'key', 'risk']
mimiamina25;"Wow! This is sad for those of us living with T1D and T2D in the US! So misinformed.

#diabetes #diabetic #type1... https://t.co/0sQ09DMBUt";1;['wow', 'sad', 'us', 'live', 'TYPEONE', 'TYPETWO', 'us', 'misinform', 'diabet', 'diabet', 'TYPEONE', 'URL']
grdevi01;Diet for diabetes: yogurt passes the blood sugar test - Yogurt in Nutrition - https://t.co/AIUUJ2hIVQ https://t.co/OJXMhsbmjf;0;['diet', 'diabet', 'yogurt', 'pass', 'blood', 'sugar', 'test', 'yogurt', 'nutrit', 'URL', 'URL']
NewarkDHCW;"Among the top health threats to men's health is heart disease, lung cancer, prostate cancer, mental health, diabetes &amp; HIV/AIDS.";0;['among', 'top', 'health', 'threat', 'men', 'health', 'heart', 'diseas', 'lung', 'cancer', 'prostat', 'cancer', 'mental', 'health', 'diabet', 'hiv', 'aid']
DrEllenBlomerth;Even insulin-dependent diabetics can drop their blood sugars with as little as 25 mg of  professionally... https://t.co/6yoN67U4EB;0;['even', 'insulin-depend', 'diabet', 'drop', 'blood', 'sugar', 'littl', '25', 'mg', 'profession', 'URL']
Zicutake;[https://t.co/N9JIaTyO5u] Diet drinks and food actually trigger weight gain and diabetes, says new… https://t.co/RIW3eYqyv9;0;['URL', 'diet', 'drink', 'food', 'actual', 'trigger', 'weight', 'gain', 'diabet', 'say', 'new', 'URL']
ahlam13991;Does the weather influence women’s risk for pregnancy diabetes? https://t.co/G2HgcTuUjl;0;['weather', 'influenc', 'women', 'risk', 'pregnanc', 'diabet', 'URL']
MHExecutive;Three ways smarter #technology is improving #diabetes care https://t.co/2vqklJrCMS https://t.co/WNGy1yI9im;0;['three', 'way', 'smarter', 'technolog', 'improv', 'diabet', 'care', 'URL', 'URL']
GamerGeekNews;Microsoft’s Imagine Cup crowns its 15th winner, the X.GLU smart glucose meter for kids https://t.co/ocTTw8b1qa #imaginecup #Wearables #TC;0;['microsoft', 'imagin', 'cup', 'crown', '15th', 'winner', 'x.glu', 'smart', 'glucos', 'meter', 'kid', 'URL', 'imaginecup', 'wearabl', 'tc']
TheDiabeticNews;Researchers Prevent Type 1 Diabetes by Blocking B-cell AID https://t.co/DuYltZEpqi #diabetes #diabetic #t1d #news… https://t.co/HwUybCpRTj;0;['research', 'prevent', 'TYPEONE', 'diabet', 'block', 'b-cell', 'aid', 'URL', 'diabet', 'diabet', 'TYPEONE', 'news', 'URL']
petdotcomdotag;'Buddy' the service dog helps 15-year-old boy monitor his Type 1 diabetes https://t.co/hZ92nqL05l;0;['buddi', 'servic', 'dog', 'help', '15', 'year-old', 'boy', 'monitor', 'TYPEONE', 'diabet', 'URL']
allysonshughes;Ally, TX. T1d for 21 years. Last movie was gotg vol 2. #dsma;1;['alli', 'tx', 't1d', '21', 'year', 'last', 'movi', 'gotg', 'vol', '2', 'dsma']
AminfiBerlin;#diabetes #t1d #jdrf Can you put back an open #insulin pen in the fridge? Tricky question but we… https://t.co/G7XcbpdyTs;0;['diabet', 'TYPEONE', 'jdrf', 'put', 'back', 'open', 'insulin', 'pen', 'fridg', 'tricki', 'question', 'URL']
JohnCaseIII;"@revbarbarag @Nutradvance The liver provides ""essential glucose""  More is not essential.";0;['USER', 'USER', 'liver', 'provid', 'essenti', 'glucos', 'essenti']
exerciseT1D;Do you #exercise ? Do you have #type1diabetes ? You may be interested in #ExtodEducation Read below to find out how… https://t.co/4zBJFdgFMA;0;['exercis', 'TYPEONE', 'may', 'interest', 'extodeduc', 'read', 'find', 'URL']
padenrizkid;Diane Abbott reveals diabetes forced her to take break from election campaign https://t.co/7WkOEpeNNp #newsgistng https://t.co/i7oNqjayWf;0;['dian', 'abbott', 'reveal', 'diabet', 'forc', 'take', 'break', 'elect', 'campaign', 'URL', 'newsgistng', 'URL']
fitnessreports;Control diet, weight in diabetes fight - Appleton Post Crescent https://t.co/ab3wDxwKK2;0;['control', 'diet', 'weight', 'diabet', 'fight', 'appleton', 'post', 'crescent', 'URL']
HelpforBear;Researchers compare different types of insulin in treating patients with type 1 or 2 diabetes https://t.co/ni3Oi2YMxt via @yahoo;0;['research', 'compar', 'differ', 'type', 'insulin', 'treat', 'patient', 'TYPEONE', '2', 'diabet', 'URL', 'via', 'USER']
jselanikio;More buzz on health features – including possible non-invasive glucose monitoring – in next Apple Watch… https://t.co/ijnRvWgVNX;0;['buzz', 'health', 'featur', 'includ', 'possibl', 'non-invas', 'glucos', 'monitor', 'next', 'appl', 'watch', 'URL']
freelance_jobs;I need a simple app which can track diabetes and blood sugar from human body! (Budget: $10 - $30 AUD, Jobs: Androi… https://t.co/etYXFzfuOP;1;['i', 'need', 'simpl', 'app', 'track', 'diabet', 'blood', 'sugar', 'human', 'bodi', 'budget', '10', '30', 'aud', 'job', 'androi', 'URL']
shootinstarslou;Lou, type 2, on insulin and I love icecream with ice magic on top atm.... and mandarins ! #OzDOC;1;['lou', 'TYPETWO', 'insulin', 'i', 'love', 'icecream', 'ice', 'magic', 'top', 'atm', 'mandarin', 'ozdoc']
Firecatcher;If I weren't a diabetic with shitty numbers I would have crackers instead. Or chips. Or bread.;1;['i', 'diabet', 'shitti', 'number', 'i', 'would', 'cracker', 'instead', 'chip', 'bread']
homeAIinfo;"'Deep learning' potential breakthrough in diabetic retinopathy management - &amp;#039;Deep learning&amp;#039; pot https://t.co/w3vP0QooS6";0;['wouldeep', 'learn', 'potenti', 'breakthrough', 'diabet', 'retinopathi', 'manag', '039', 'EMOT_WINK', 'eep', 'learn', '039', 'pot', 'URL']
GenMedX;Research links chemicals found in plastic used for food packaging to #type2diabetes in men: https://t.co/KEVDSPlLqd… https://t.co/gxpHnh6GPZ;0;['research', 'link', 'chemic', 'find', 'plastic', 'use', 'food', 'packag', 'TYPETWO', 'men', 'URL', 'URL']
NHSSheffieldCCG;#DiabetesAwarenessWeek At risk of type 2 diabetes? Ask your GP about the Diabetes Prevention Plan… https://t.co/80zcSTT3vK;0;['diabetesawarenessweek', 'risk', 'TYPETWO', 'diabet', 'ask', 'gp', 'diabet', 'prevent', 'plan', 'URL']
Lunarteddy;@KennerleyWendy Friend has ME and says she can't tell what's ME and what's old age. Same with diabetes me. Just had… https://t.co/bUYO3V6wIB;1;['USER', 'friend', 'me', 'say', 'cannot', 'tell', 'me', 'old', 'age', 'diabet', 'me', 'URL']
JhoiraArtificer;"I'm hungry but I can't/shouldn't eat until my blood glucose comes down more and I'm angry &gt;:|";1;['i', 'hungri', 'i', 'cannot', 'eat', 'my', 'blood', 'glucos', 'come', 'i', 'angri', '>:|']
TuzaraPost;As 'nature's multivitamin' eggs should be prescribed for everything from diabetes to memory loss, study claims..https://t.co/POVmwG8DRi;0;['natur', 'multivitamin', 'egg', 'prescrib', 'everyth', 'diabet', 'memori', 'loss', 'studi', 'claim', 'URL']
DoctorsJobsNZ;Flagship NHS diabetes scheme under scrutiny https://t.co/pPryI9VBM7 #doctorsjobsnz #weloveUKGPs;0;['flagship', 'nhs', 'diabet', 'scheme', 'scrutini', 'URL', 'doctorsjobsnz', 'weloveukgp']
GooglePixel_;Trump Budget Director Mick Mulvaney said that people with Type 2 diabetes don't deserve to have health insurance b…… https://t.co/Th1bKnliEQ;0;['trump', 'budget', 'director', 'mick', 'mulvaney', 'say', 'peopl', 'TYPETWO', 'diabet', 'deserv', 'health', 'insur', 'b', 'URL']
RF_Jenkins;A wealthier India sees alarming rise in adolescent diabetes https://t.co/Nmw5J6waTT via @medical_xpress;0;['wealthier', 'india', 'see', 'alarm', 'rise', 'adolesc', 'diabet', 'URL', 'via', 'USER']
lamkinclinic;Type II diabetes can be reversed! Understanding what’s happening at a cellular level can help patients. https://t.co/TTzeZxty6u;0;['typeonei', 'diabet', 'revers', 'understand', 'happen', 'cellular', 'level', 'help', 'patient', 'URL']
drvisalnga;9 Things You Never Knew About Type 2 Diabetes (https://t.co/qFnADM4eEf) #diabetes https://t.co/wVIe7kCAhC;0;['9', 'thing', 'never', 'know', 'TYPETWO', 'diabet', 'URL', 'diabet', 'URL']
caitrionajm;And all the diabetic complications that come with it *sobs profusely*;1;['diabet', 'complic', 'come', 'sob', 'profus']
Gaylegerro;@Lesley_Jordan yes still need insulin. He has an hBa1c around 5% with very few hypos. Typeonegrit is a Facebook group worth looking at.;1;['USER', 'yes', 'still', 'need', 'insulin', 'hba', '1c', 'around', '5', 'hypo', 'typeonegrit', 'facebook', 'group', 'worth', 'look']
postperhour;‘Dabbing for diabetes’ becomes a thing after student died in his sleep https://t.co/B8LdDlfoll https://t.co/7XQzAdfxyt;0;['dab', 'diabet', 'becom', 'thing', 'student', 'die', 'sleep', 'URL', 'URL']
hjsoch;Top Trump official says we shouldn’t take care of someone who ‘eats poorly and gets diabetes’ https://t.co/XBCoITw8ZN #trumpcareless;0;['top', 'trump', 'offici', 'say', 'take', 'care', 'someon', 'eat', 'poor', 'get', 'diabet', 'URL', 'trumpcareless']
PatBairdRD;The diabetes drug Metformin appears to improve *good* gut bacteria in those who take the drug. https://t.co/j0qPNTV7Vz #ConfidentHealth;0;['diabet', 'drug', 'metformin', 'appear', 'improv', 'good', 'gut', 'bacteria', 'take', 'drug', 'URL', 'confidenthealth']
Laura7MJ;This is how somedays #diabetes makes me feel... 25 years being #diabetic is too much time, long… https://t.co/KD0smeyiC5;1;['someday', 'diabet', 'make', 'me', 'feel', '25', 'year', 'diabet', 'much', 'time', 'long', 'URL']
DrDeborahMD;Such a sad image. Zoo monkeys now forbidden bananas: conventional fruit causes diabetes and met synd. https://t.co/ehpVJQTxsH;0;['sad', 'imag', 'zoo', 'monkey', 'forbid', 'banana', 'convent', 'fruit', 'caus', 'diabet', 'meet', 'synd', 'URL']
suzannaawile;Medical News Today: How pancreatic tumors could help to fight diabetes https://t.co/jsTfJ67kYI;0;['medic', 'news', 'today', 'pancreat', 'tumor', 'could', 'help', 'fight', 'diabet', 'URL']
hrajagopalan;The cholesterol and calorie hypotheses are both dead — the real culprit: insulin resistance - Pharmaceutical Journal https://t.co/rNNIfxsp1h;0;['cholesterol', 'calori', 'hypothes', 'dead', 'real', 'culprit', 'insulin', 'resist', 'pharmaceut', 'journal', 'URL']
timelivenews;Diane Abbott back in shadow cabinet after diabetes struggle - https://t.co/ViLjfhTYPi #GoogleAlerts;0;['dian', 'abbott', 'back', 'shadow', 'cabinet', 'diabet', 'struggl', 'URL', 'googlealert']
Pharmacereport;California Lipitor plaintiffs win a chance to argue the Pfizer medication triggered their diabetes - FiercePharma https://t.co/mx40LxIpfu;0;['california', 'lipitor', 'plaintiff', 'win', 'chanc', 'argu', 'pfizer', 'medic', 'trigger', 'diabet', 'fiercepharma', 'URL']
analystlandnews;Nevada bill could force Sanofi, Novo and Lilly to reveal their insulin pricing secrets https://t.co/J0R2deaYwM;0;['nevada', 'bill', 'could', 'forc', 'sanofi', 'novo', 'lilli', 'reveal', 'insulin', 'price', 'secret', 'URL']
chiquilla_xoxo;"&amp; now I really do have type one diabetes &amp; I want to die. 😕 https://t.co/IVBNuubHfS";1;['i', 'realli', 'TYPEONE', 'diabet', 'i', 'want', 'die', 'URL']
Thewaronweight;Can Apple Watch Read Glucose Levels? https://t.co/VOcDvwzxBV #diabetes #T2D #health #healthyliving #fitness #glucose #warondiabetes;0;['appl', 'watch', 'read', 'glucos', 'level', 'URL', 'diabet', 'TYPETWO', 'health', 'healthyliv', 'fit', 'glucos', 'warondiabet']
caseyttha;05-20 #RolfHarris BANNED from scoffing chocolate in jail after diabetes hospital dash #RolfHarris https://t.co/tQw2TAj5RQ;0;['05-20', 'rolfharri', 'ban', 'scoff', 'chocol', 'jail', 'diabet', 'hospit', 'dash', 'rolfharri', 'URL']
katimanoto;Nocturnal Bco injections .............like diabetes - but we have the OPPOSITE problem ....!!;1;['nocturn', 'bco', 'inject', 'like', 'diabet', 'opposit', 'problem']
DiabetesPAC;Just say yes to cliques - the diabetes kind in Congress. https://t.co/18FGlLnRqn;0;['say', 'yes', 'cliqu', 'diabet', 'kind', 'congress', 'URL']
ghs_org;A diabetes diagnosis can be scary. If your doctor tells you you’re at risk, take it seriously.… https://t.co/9irPtQNjgA;0;['diabet', 'diagnosi', 'scari', 'doctor', 'tell', 'risk', 'take', 'serious', 'URL']
etasanawilliams;The New Soul Food Cookbook for People with Diabetes American Diabetes Associa... https://t.co/sTUlXMXLak via @amazon #diabetes #blackamerica;0;['new', 'soul', 'food', 'cookbook', 'peopl', 'diabet', 'american', 'diabet', 'associa', 'URL', 'via', 'USER', 'diabet', 'blackamerica']
